State Name,County Name,State Date,AQI,Category
Tennessee,Davidson,2019-04-16,48,Good
Tennessee,Davidson,2019-04-17,58,Moderate
Tennessee,Davidson,2019-04-18,44,Good
Tennessee,Davidson,2019-04-19,27,Good
Tennessee,Davidson,2019-04-20,31,Good
Tennessee,Davidson,2019-04-21,48,Good
Tennessee,Davidson,2019-04-22,47,Good
Tennessee,Davidson,2019-04-23,49,Good
Tennessee,Davidson,2019-04-24,46,Good
Tennessee,Davidson,2019-04-25,44,Good
Tennessee,Davidson,2019-04-26,50,Good
Tennessee,Davidson,2019-04-27,49,Good
Tennessee,Davidson,2019-04-28,39,Good
Tennessee,Davidson,2019-04-29,52,Moderate
Tennessee,Davidson,2019-04-30,49,Good
Tennessee,Davidson,2019-05-01,45,Good
Tennessee,Davidson,2019-05-02,38,Good
Tennessee,Davidson,2019-05-03,30,Good
Tennessee,Davidson,2019-05-04,30,Good
Tennessee,Davidson,2019-05-05,30,Good
Tennessee,Davidson,2019-05-06,51,Moderate
Tennessee,Davidson,2019-05-07,71,Moderate
Tennessee,Davidson,2019-05-08,61,Moderate
Tennessee,Davidson,2019-05-09,35,Good
Tennessee,Davidson,2019-05-10,35,Good
Tennessee,Davidson,2019-05-11,38,Good
Tennessee,Davidson,2019-05-12,19,Good
Tennessee,Davidson,2019-05-13,33,Good
Tennessee,Davidson,2019-05-14,49,Good
Tennessee,Davidson,2019-05-15,48,Good
Tennessee,Davidson,2019-05-16,54,Moderate
Tennessee,Davidson,2019-05-17,55,Moderate
Tennessee,Davidson,2019-05-18,56,Moderate
Tennessee,Davidson,2019-05-19,40,Good
Tennessee,Davidson,2019-05-20,50,Good
Tennessee,Davidson,2019-05-21,49,Good
Tennessee,Davidson,2019-05-22,45,Good
Tennessee,Davidson,2019-05-23,47,Good
Tennessee,Davidson,2019-05-24,56,Moderate
Tennessee,Davidson,2019-05-25,51,Moderate
Tennessee,Davidson,2019-05-26,49,Good
Tennessee,Davidson,2019-05-27,56,Moderate
Tennessee,Davidson,2019-05-28,51,Moderate
Tennessee,Davidson,2019-05-29,44,Good
Tennessee,Davidson,2019-05-30,38,Good
Tennessee,Davidson,2019-05-31,51,Moderate
Tennessee,Davidson,2019-06-01,61,Moderate
Tennessee,Davidson,2019-06-02,74,Moderate
Tennessee,Davidson,2019-06-03,49,Good
Tennessee,Davidson,2019-06-04,61,Moderate
Tennessee,Davidson,2019-06-05,63,Moderate
Tennessee,Davidson,2019-06-06,29,Good
Tennessee,Davidson,2019-06-07,26,Good
Tennessee,Davidson,2019-06-08,31,Good
Tennessee,Davidson,2019-06-09,34,Good
Tennessee,Davidson,2019-06-10,39,Good
Tennessee,Davidson,2019-06-11,36,Good
Tennessee,Davidson,2019-06-12,40,Good
Tennessee,Davidson,2019-06-13,45,Good
Tennessee,Davidson,2019-06-14,58,Moderate
Tennessee,Davidson,2019-06-15,50,Good
Tennessee,Davidson,2019-06-16,49,Good
Tennessee,Davidson,2019-06-17,38,Good
Tennessee,Davidson,2019-06-18,27,Good
Tennessee,Davidson,2019-06-19,39,Good
Tennessee,Davidson,2019-06-20,41,Good
Tennessee,Davidson,2019-06-21,50,Good
Tennessee,Davidson,2019-06-22,37,Good
Tennessee,Davidson,2019-06-23,43,Good
Tennessee,Davidson,2019-06-24,38,Good
Tennessee,Davidson,2019-06-25,46,Good
Tennessee,Davidson,2019-06-26,49,Good
Tennessee,Davidson,2019-06-27,47,Good
Tennessee,Davidson,2019-06-28,54,Moderate
Tennessee,Davidson,2019-06-29,71,Moderate
Tennessee,Davidson,2019-06-30,57,Moderate
Tennessee,Davidson,2019-07-01,54,Moderate
Tennessee,Davidson,2019-07-02,63,Moderate
Tennessee,Davidson,2019-07-03,63,Moderate
Tennessee,Davidson,2019-07-04,67,Moderate
Tennessee,Davidson,2019-07-05,89,Moderate
Tennessee,Davidson,2019-07-06,55,Moderate
Tennessee,Davidson,2019-07-07,49,Good
Tennessee,Davidson,2019-07-08,64,Moderate
Tennessee,Davidson,2019-07-09,52,Moderate
Tennessee,Davidson,2019-07-10,51,Moderate
Tennessee,Davidson,2019-07-11,42,Good
Tennessee,Davidson,2019-07-12,51,Moderate
Tennessee,Davidson,2019-07-13,33,Good
Tennessee,Davidson,2019-07-14,45,Good
Tennessee,Davidson,2019-07-15,39,Good
Tennessee,Davidson,2019-07-16,37,Good
Tennessee,Davidson,2019-07-17,36,Good
Tennessee,Davidson,2019-07-18,38,Good
Tennessee,Davidson,2019-07-19,43,Good
Tennessee,Davidson,2019-07-20,34,Good
Tennessee,Davidson,2019-07-21,30,Good
Tennessee,Davidson,2019-07-22,30,Good
Tennessee,Davidson,2019-07-23,38,Good
Tennessee,Davidson,2019-07-24,44,Good
Tennessee,Davidson,2019-07-25,49,Good
Tennessee,Davidson,2019-07-26,80,Moderate
Tennessee,Davidson,2019-07-27,62,Moderate
Tennessee,Davidson,2019-07-28,58,Moderate
Tennessee,Davidson,2019-07-29,59,Moderate
Tennessee,Davidson,2019-07-30,42,Good
Tennessee,Davidson,2019-07-31,48,Good
Tennessee,Davidson,2019-08-01,51,Moderate
Tennessee,Davidson,2019-08-02,52,Moderate
Tennessee,Davidson,2019-08-03,47,Good
Tennessee,Davidson,2019-08-04,38,Good
Tennessee,Davidson,2019-08-05,61,Moderate
Tennessee,Davidson,2019-08-06,52,Moderate
Tennessee,Davidson,2019-08-07,43,Good
Tennessee,Davidson,2019-08-08,58,Moderate
Tennessee,Davidson,2019-08-09,53,Moderate
Tennessee,Davidson,2019-08-10,58,Moderate
Tennessee,Davidson,2019-08-11,66,Moderate
Tennessee,Davidson,2019-08-12,53,Moderate
Tennessee,Davidson,2019-08-13,53,Moderate
Tennessee,Davidson,2019-08-14,44,Good
Tennessee,Davidson,2019-08-15,46,Good
Tennessee,Davidson,2019-08-16,101,Unhealthy for Sensitive Groups
Tennessee,Davidson,2019-08-17,93,Moderate
Tennessee,Davidson,2019-08-18,53,Moderate
Tennessee,Davidson,2019-08-19,84,Moderate
Tennessee,Davidson,2019-08-20,52,Moderate
Tennessee,Davidson,2019-08-21,47,Good
Tennessee,Davidson,2019-08-22,36,Good
Tennessee,Davidson,2019-08-23,39,Good
Tennessee,Davidson,2019-08-24,36,Good
Tennessee,Davidson,2019-08-25,40,Good
Tennessee,Davidson,2019-08-26,26,Good
Tennessee,Davidson,2019-08-27,29,Good
Tennessee,Davidson,2019-08-28,38,Good
Tennessee,Davidson,2019-08-29,45,Good
Tennessee,Davidson,2019-08-30,54,Moderate
Tennessee,Davidson,2019-08-31,61,Moderate
Tennessee,Davidson,2019-09-01,58,Moderate
Tennessee,Davidson,2019-09-02,64,Moderate
Tennessee,Davidson,2019-09-03,54,Moderate
Tennessee,Davidson,2019-09-04,61,Moderate
Tennessee,Davidson,2019-09-05,43,Good
Tennessee,Davidson,2019-09-06,54,Moderate
Tennessee,Davidson,2019-09-07,41,Good
Tennessee,Davidson,2019-09-08,44,Good
Tennessee,Davidson,2019-09-09,47,Good
Tennessee,Davidson,2019-09-10,71,Moderate
Tennessee,Davidson,2019-09-11,77,Moderate
Tennessee,Davidson,2019-09-12,59,Moderate
Tennessee,Davidson,2019-09-13,68,Moderate
Tennessee,Davidson,2019-09-14,48,Good
Tennessee,Davidson,2019-09-15,68,Moderate
Tennessee,Davidson,2019-09-16,70,Moderate
Tennessee,Davidson,2019-09-17,64,Moderate
Tennessee,Davidson,2019-09-18,84,Moderate
Tennessee,Davidson,2019-09-19,53,Moderate
Tennessee,Davidson,2019-09-20,51,Moderate
Tennessee,Davidson,2019-09-21,51,Moderate
Tennessee,Davidson,2019-09-22,38,Good
Tennessee,Davidson,2019-09-23,37,Good
Tennessee,Davidson,2019-09-24,42,Good
Tennessee,Davidson,2019-09-25,47,Good
Tennessee,Davidson,2019-09-26,44,Good
Tennessee,Davidson,2019-09-27,54,Moderate
Tennessee,Davidson,2019-09-28,54,Moderate
Tennessee,Davidson,2019-09-29,63,Moderate
Tennessee,Davidson,2019-09-30,69,Moderate
Tennessee,Davidson,2019-10-01,65,Moderate
Tennessee,Davidson,2019-10-02,67,Moderate
Tennessee,Davidson,2019-10-03,55,Moderate
Tennessee,Davidson,2019-10-04,41,Good
Tennessee,Davidson,2019-10-05,84,Moderate
Tennessee,Davidson,2019-10-06,41,Good
Tennessee,Davidson,2019-10-07,29,Good
Tennessee,Davidson,2019-10-08,32,Good
Tennessee,Davidson,2019-10-09,41,Good
Tennessee,Davidson,2019-10-10,42,Good
Tennessee,Davidson,2019-10-11,43,Good
Tennessee,Davidson,2019-10-12,38,Good
Tennessee,Davidson,2019-10-13,46,Good
Tennessee,Davidson,2019-10-14,52,Moderate
Tennessee,Davidson,2019-10-15,45,Good
Tennessee,Davidson,2019-10-16,31,Good
Tennessee,Davidson,2019-10-17,34,Good
Tennessee,Davidson,2019-10-18,35,Good
Tennessee,Davidson,2019-10-19,37,Good
Tennessee,Davidson,2019-10-20,45,Good
Tennessee,Davidson,2019-10-21,32,Good
Tennessee,Davidson,2019-10-22,31,Good
Tennessee,Davidson,2019-10-23,36,Good
Tennessee,Davidson,2019-10-24,48,Good
Tennessee,Davidson,2019-10-25,37,Good
Tennessee,Davidson,2019-10-26,22,Good
Tennessee,Davidson,2019-10-27,28,Good
Tennessee,Davidson,2019-10-28,42,Good
Tennessee,Davidson,2019-10-29,40,Good
Tennessee,Davidson,2019-10-30,29,Good
Tennessee,Davidson,2019-10-31,23,Good
Tennessee,Davidson,2019-11-01,42,Good
Tennessee,Davidson,2019-11-02,55,Moderate
Tennessee,Davidson,2019-11-03,52,Moderate
Tennessee,Davidson,2019-11-04,52,Moderate
Tennessee,Davidson,2019-11-05,45,Good
Tennessee,Davidson,2019-11-06,45,Good
Tennessee,Davidson,2019-11-07,37,Good
Tennessee,Davidson,2019-11-08,38,Good
Tennessee,Davidson,2019-11-09,45,Good
Tennessee,Davidson,2019-11-10,39,Good
Tennessee,Davidson,2019-11-11,39,Good
Tennessee,Davidson,2019-11-12,13,Good
Tennessee,Davidson,2019-11-13,41,Good
Tennessee,Davidson,2019-11-14,56,Moderate
Tennessee,Davidson,2019-11-15,56,Moderate
Tennessee,Davidson,2019-11-16,62,Moderate
Tennessee,Davidson,2019-11-17,68,Moderate
Tennessee,Davidson,2019-11-18,58,Moderate
Tennessee,Davidson,2019-11-19,47,Good
Tennessee,Davidson,2019-11-20,59,Moderate
Tennessee,Davidson,2019-11-21,58,Moderate
Tennessee,Davidson,2019-11-22,45,Good
Tennessee,Davidson,2019-11-23,21,Good
Tennessee,Davidson,2019-11-24,28,Good
Tennessee,Davidson,2019-11-25,44,Good
Tennessee,Davidson,2019-11-26,49,Good
Tennessee,Davidson,2019-11-27,30,Good
Tennessee,Davidson,2019-11-28,27,Good
Tennessee,Davidson,2019-11-29,26,Good
Tennessee,Davidson,2019-11-30,35,Good
Tennessee,Davidson,2019-12-01,16,Good
Tennessee,Davidson,2019-12-02,19,Good
Tennessee,Davidson,2019-12-03,36,Good
Tennessee,Davidson,2019-12-04,42,Good
Tennessee,Davidson,2019-12-05,48,Good
Tennessee,Davidson,2019-12-06,52,Moderate
Tennessee,Davidson,2019-12-07,69,Moderate
Tennessee,Davidson,2019-12-08,61,Moderate
Tennessee,Davidson,2019-12-09,44,Good
Tennessee,Davidson,2019-12-10,26,Good
Tennessee,Davidson,2019-12-11,40,Good
Tennessee,Davidson,2019-12-12,44,Good
Tennessee,Davidson,2019-12-13,28,Good
Tennessee,Davidson,2019-12-14,37,Good
Tennessee,Davidson,2019-12-15,59,Moderate
Tennessee,Davidson,2019-12-16,26,Good
Tennessee,Davidson,2019-12-17,29,Good
Tennessee,Davidson,2019-12-18,41,Good
Tennessee,Davidson,2019-12-19,63,Moderate
Tennessee,Davidson,2019-12-20,64,Moderate
Tennessee,Davidson,2019-12-21,54,Moderate
Tennessee,Davidson,2019-12-22,47,Good
Tennessee,Davidson,2019-12-23,22,Good
Tennessee,Davidson,2019-12-24,52,Moderate
Tennessee,Davidson,2019-12-25,55,Moderate
Tennessee,Davidson,2019-12-26,43,Good
Tennessee,Davidson,2019-12-27,49,Good
Tennessee,Davidson,2019-12-28,40,Good
Tennessee,Davidson,2019-12-29,18,Good
Tennessee,Davidson,2019-12-30,16,Good
Tennessee,Davidson,2019-12-31,24,Good
